beneficiary_id,account_id,beneficiary_name,beneficiary_account_number,beneficiary_bank,beneficiary_ifsc_swift,relationship_to_account_holder,date_added,is_first_time_beneficiary,is_verified,beneficiary_risk_flag,total_transfers_to_date
BENE000405,ACC000158,Ganga Chandra,BTOT2158350344694,Kotak Mahindra Bank,LTYMGBQ9,family,2025-07-18,True,False,none,23
BENE000406,ACC000159,Faras Dua,DXGI2491289659994,IDFC First Bank,ZXTVGB4N,business_partner,2024-03-27,True,True,high_risk,28
BENE000407,ACC000159,Aarnav Kata,GCZT2227051028767,State Bank of India,KJQYGBHP,friend,2024-12-08,True,True,none,12
BENE000408,ACC000159,Krishna Rajan,WPLJ8581932426877,Axis Bank,WZIVGBH9,friend,2023-04-06,True,True,none,21
BENE000409,ACC000159,Ijaya Gokhale,ALOY5639836520375,State Bank of India,QGASGBTV,unknown/first-time,2023-12-09,True,False,high_risk,17
BENE000410,ACC000160,Jyoti Kulkarni,QATI0476044090797,Punjab National Bank,PFPXGB8G,employer,2022-02-24,False,True,none,25
BENE000411,ACC000161,Kala Balakrishnan,TWEW2216107051843,ICICI Bank,UTXAGBVU,self,2019-12-28,True,True,none,32
BENE000412,ACC000161,Jeevika Varty,AVMN0138241270493,Axis Bank,WQNFGBAT,self,2025-07-31,True,True,none,38
BENE000413,ACC000161,Indali Dalal,KOSW1971112125902,HDFC Bank,ZAGUGBX3,vendor,2023-11-23,False,True,none,5
BENE000414,ACC000161,Yatin Morar,VUGX2406424295633,Axis Bank,IGFJGBQ2,employer,2021-02-08,False,True,none,7
BENE000415,ACC000162,George Suri,LSLL8720962893654,Axis Bank,GKWQGB9R,unknown/first-time,2025-05-28,False,True,none,6
BENE000416,ACC000162,Yochana Kade,IGOI0182727955969,IDFC First Bank,BKWDGBWA,employer,2024-11-16,False,True,high_risk,37
BENE000417,ACC000162,Oviya Soman,KKUD2542782079799,State Bank of India,WNXMGB4P,family,2024-09-30,False,True,none,17
BENE000418,ACC000163,Kashvi Nazareth,PVMJ0381664969028,IndusInd Bank,FJTWGB7M,self,2023-05-14,True,True,watchlist,24
BENE000419,ACC000163,Kalpit Nath,ZBCJ2576270232441,IDFC First Bank,FHGNGBFP,friend,2023-08-21,False,True,none,30
BENE000420,ACC000164,Kavya Ahluwalia,PFLD7863767316252,IndusInd Bank,MYKJGB1Z,unknown/first-time,2024-01-24,False,True,none,23
BENE000421,ACC000165,Idika Suresh,VXSA3923555809961,IndusInd Bank,UHEPGBMC,family,2024-08-18,False,True,none,0
BENE000422,ACC000165,Chasmum Saran,CKMU2624467046226,Yes Bank,VQDOGBFW,family,2024-06-26,True,False,none,38
BENE000423,ACC000165,Nidhi Arora,FKES8670766046419,IndusInd Bank,ZZOQGBX4,family,2024-05-05,True,False,none,19
BENE000424,ACC000166,Janya Choudhury,ZFNR6120594389760,HDFC Bank,OJBDGB53,unknown/first-time,2025-02-16,True,True,none,23
BENE000425,ACC000167,Chandresh Pingle,INKV4084245607540,Kotak Mahindra Bank,TDLXGBC8,family,2022-10-14,True,False,none,6
BENE000426,ACC000167,Yuvraj Gill,CRDE2764579389701,Union Bank of India,KLBEGBGY,self,2018-03-01,True,True,none,28
BENE000427,ACC000167,Geetika Mittal,NMAF4161394498830,ICICI Bank,LSPGGB1R,employer,2023-01-30,True,True,none,30
BENE000428,ACC000168,Aradhana Thaker,VBTM2440630624479,State Bank of India,ZUKDGBOO,self,2023-03-07,False,True,none,16
BENE000429,ACC000168,Ekta Kant,CTJX9796958678055,Yes Bank,KLOEGB35,friend,2024-07-17,False,True,watchlist,4
BENE000430,ACC000169,Onkar Ramakrishnan,IMBV9178513854457,IDFC First Bank,VOAEGBKW,employer,2019-12-23,False,True,none,8
BENE000431,ACC000169,Ojasvi Bajaj,YJRX7368269116331,HDFC Bank,SJFFGBZ9,employer,2020-04-22,False,True,none,25
BENE000432,ACC000169,Indira Kalla,NTIK5158886367747,IDFC First Bank,FFMJGBA8,business_partner,2024-02-28,False,True,none,32
BENE000433,ACC000169,Ucchal Gera,VDMS6663093299819,IDFC First Bank,SXNAGBUP,business_partner,2023-02-10,False,False,none,13
BENE000434,ACC000170,Urmi Chand,LAXT6883275327352,State Bank of India,JCAGGB33,employer,2019-08-05,True,True,watchlist,32
BENE000435,ACC000170,Sachi Khurana,ZFOQ1952371006876,IDFC First Bank,CZNIGB8H,unknown/first-time,2024-10-26,False,True,none,14
BENE000436,ACC000171,Reva Srivastava,XBJZ6056876112491,Kotak Mahindra Bank,XFLNGBVJ,employer,2018-09-28,False,True,none,34
BENE000437,ACC000171,Vasudha Kade,IDKU1773454757494,Kotak Mahindra Bank,TBYEGBJ7,self,2023-03-03,True,True,watchlist,17
BENE000438,ACC000171,Atharv Kant,LSLW4429477422294,Kotak Mahindra Bank,MIUHGBBN,business_partner,2024-06-14,True,True,none,15
BENE000439,ACC000172,Manbir Arora,ILXQ8679252985856,ICICI Bank,PUFQGB4L,self,2021-05-13,False,True,none,35
BENE000440,ACC000172,Ladli Atwal,VCKH4332491357790,State Bank of India,XZZQGBOM,vendor,2025-11-08,False,True,none,3
BENE000441,ACC000173,Bachittar Rastogi,UDKQ1488810798334,Axis Bank,ZXFWGBPO,unknown/first-time,2022-10-19,False,True,none,1
BENE000442,ACC000174,Peter Baria,TIRI1312840333997,IndusInd Bank,ODRZGBDU,unknown/first-time,2024-02-17,False,True,none,14
BENE000443,ACC000175,Ronith Sridhar,DOCP3189397490961,Axis Bank,XOYUGBM3,employer,2022-11-25,False,False,none,14
BENE000444,ACC000175,Zayan Ray,TIPU2587844483548,IndusInd Bank,QJUOGBHL,friend,2018-10-21,False,False,none,11
BENE000445,ACC000175,Abeer Nagar,QPPF2164175823133,State Bank of India,JQJKGB74,business_partner,2024-11-17,False,True,none,31
BENE000446,ACC000176,Charita Kade,SVEK2362292587964,Kotak Mahindra Bank,HIPJGBXJ,self,2021-09-10,False,True,watchlist,25
BENE000447,ACC000176,Gauri Pandya,XKOJ6966060652740,Union Bank of India,WGGVGBQS,family,2019-08-24,False,True,none,15
BENE000448,ACC000177,Arjun Nagy,NZMK8833987411325,IndusInd Bank,XPXSGB4C,self,2024-05-08,False,True,none,24
BENE000449,ACC000177,Vidhi Krish,ITSM0105485741721,HDFC Bank,KYXNGBJJ,self,2023-10-29,False,True,none,5
BENE000450,ACC000177,Ryan Chakrabarti,OHKS8488402155732,State Bank of India,KOHOGBXV,unknown/first-time,2023-10-28,False,True,high_risk,6
BENE000451,ACC000177,Aashi Kumer,TXAE1666708085096,Yes Bank,BQZKGB85,business_partner,2024-02-16,False,True,none,36
BENE000452,ACC000178,Gauri Bhavsar,XCSC8182819793164,Kotak Mahindra Bank,OOXEGBVE,friend,2022-04-04,True,True,none,34
BENE000453,ACC000178,Harinakshi Setty,QYWX6069409600356,Kotak Mahindra Bank,EIHSGBU8,unknown/first-time,2022-10-22,False,True,none,2
BENE000454,ACC000178,Sai Pant,WSEG2342108902851,IDFC First Bank,KKHVGBNM,friend,2019-01-21,True,False,none,14
BENE000455,ACC000178,Nihal Samra,IHGY5027160736077,Axis Bank,MGGYGBYH,vendor,2021-06-18,True,True,none,18
BENE000456,ACC000179,Parth Toor,SXQD2317955633185,IndusInd Bank,PIQDGB3B,unknown/first-time,2024-02-11,False,False,none,7
BENE000457,ACC000179,Lajita Salvi,MDLL4164316704502,ICICI Bank,HFSAGBI7,friend,2025-02-26,True,True,none,7
BENE000458,ACC000180,Logan Singhal,YBBT3459626228225,HDFC Bank,DZFAGB5N,employer,2022-05-11,True,True,none,21
BENE000459,ACC000180,Netra Prakash,ITKA0507026086982,State Bank of India,FDALGBOF,unknown/first-time,2024-09-09,False,True,watchlist,19
BENE000460,ACC000180,Dominic Chowdhury,PONR7290477425859,Kotak Mahindra Bank,VWDPGB5M,friend,2021-12-15,False,True,watchlist,23
BENE000461,ACC000181,Theodore Varma,EZEH1164913342457,ICICI Bank,VSQQGBRI,business_partner,2024-04-16,False,True,none,9
BENE000462,ACC000181,Pahal Prasad,VESX0603202032650,State Bank of India,SPPLGBMZ,vendor,2025-03-27,False,False,none,7
BENE000463,ACC000181,Tanish Setty,TIRO1485524578715,IndusInd Bank,YQICGBX1,unknown/first-time,2024-11-17,False,True,none,8
BENE000464,ACC000182,Jonathan Chandra,HODD8425476818268,Yes Bank,GEVHGBBM,friend,2024-11-19,False,False,none,26
BENE000465,ACC000182,Max Wali,QBZR5838252129328,Yes Bank,TNGIGBDZ,family,2025-07-25,False,True,none,35
BENE000466,ACC000183,Madhavi Vig,NPOK2401484399106,IDFC First Bank,EEPFGBPZ,vendor,2025-05-15,False,True,none,37
BENE000467,ACC000183,Oni Raman,SGHL1342619237245,IndusInd Bank,AUDQGBT7,employer,2025-06-19,False,True,none,15
BENE000468,ACC000183,Urishilla Kata,VOJD8972154064176,HDFC Bank,SFWWGB5S,family,2024-04-10,False,True,none,8
BENE000469,ACC000183,Harshil Chakrabarti,XTTL3766014448564,HDFC Bank,LCADGB5P,friend,2025-01-02,True,True,none,9
BENE000470,ACC000184,Timothy Saraf,VIDY7899698609191,Axis Bank,SDDYGBPX,business_partner,2023-03-03,True,True,none,7
BENE000471,ACC000184,Meera Baral,LUZO7980660392051,State Bank of India,JNZAGB3Q,vendor,2021-06-25,False,False,none,6
BENE000472,ACC000184,Hemangini Pandey,HIOZ0574238856527,Union Bank of India,CKLTGB8O,self,2025-04-25,False,True,none,23
BENE000473,ACC000184,Damini Chaudhuri,XCUM5972634755752,ICICI Bank,FKADGBMT,family,2021-11-30,True,True,none,26
BENE000474,ACC000185,Pranav Rao,TWCG1196425856261,Punjab National Bank,XZJTGBFU,unknown/first-time,2022-06-10,True,True,none,21
BENE000475,ACC000185,Saanvi Baria,HREV4073333732043,HDFC Bank,ATPOGB09,friend,2022-03-12,False,True,none,2
BENE000476,ACC000186,Nitara Grewal,QSMU9645465535851,State Bank of India,WEKWGBP8,self,2021-06-10,False,False,none,29
BENE000477,ACC000186,Gopal Tripathi,WPRK1935837490797,Kotak Mahindra Bank,PSNCGBKB,employer,2022-05-04,False,True,none,27
BENE000478,ACC000187,Dakshesh Palan,PWEC5149409762637,ICICI Bank,JRWVGBTV,employer,2023-11-08,False,True,none,25
BENE000479,ACC000187,Yashoda Ray,EYRV9509059119186,HDFC Bank,XFXGGBPL,family,2023-12-01,False,True,none,35
BENE000480,ACC000188,Ayushman Talwar,XDKC1696667252145,Punjab National Bank,FWNIGB5F,vendor,2022-05-03,False,False,none,10
BENE000481,ACC000189,Abha Ratti,GHLU1571840908051,IndusInd Bank,FAQAGBAU,family,2020-01-07,False,True,none,23
BENE000482,ACC000190,Damini Bala,ZSSL1239728351295,Axis Bank,SFOWGBL6,friend,2024-12-29,True,True,none,38
BENE000483,ACC000190,Sai Balasubramanian,TBRZ1441529821739,Kotak Mahindra Bank,ETKOGB9Y,family,2025-10-27,True,True,none,2
BENE000484,ACC000190,Jackson Bhatti,KHLE3736050791815,Kotak Mahindra Bank,QSSWGB87,self,2025-11-10,True,True,none,30
BENE000485,ACC000191,Sai Mandal,KEOY3466661707158,Yes Bank,PTMJGB5S,self,2023-11-13,True,True,high_risk,18
BENE000486,ACC000192,Benjamin Guha,CJSX9825080046358,Axis Bank,BVNXGB67,friend,2025-05-21,False,True,high_risk,6
BENE000487,ACC000192,Yashoda Prabhakar,VWBG1723513739900,IndusInd Bank,MGWDGBSA,unknown/first-time,2025-08-17,False,True,none,9
BENE000488,ACC000192,Ganga Goel,MHLM0229394694346,Union Bank of India,WANNGBYR,business_partner,2025-05-14,True,False,none,2
BENE000489,ACC000192,Vinaya Kulkarni,TAUW6072311127128,State Bank of India,KFXIGBZS,family,2025-07-16,False,True,watchlist,5
BENE000490,ACC000193,Bhavani Lal,DYDM3187328077113,State Bank of India,BMFCGBEP,business_partner,2020-01-18,True,True,none,8
BENE000491,ACC000193,Kamala Sarma,XEOT0833509025425,Kotak Mahindra Bank,OGUBGBZY,friend,2024-08-21,False,True,watchlist,24
BENE000492,ACC000194,Bishakha Tiwari,CHFU3570713984822,Union Bank of India,RKBDGBE0,employer,2024-07-07,True,True,none,31
BENE000493,ACC000194,Omkaar Nagy,LBED3060906913098,HDFC Bank,CAUPGBYS,family,2025-12-26,True,True,none,5
BENE000494,ACC000195,Shivani Khanna,VPTI5772785324264,Punjab National Bank,FLXAGB1T,friend,2019-12-14,True,True,none,17
BENE000495,ACC000195,Brijesh Sharaf,NWRH6253666777675,Yes Bank,KKVMGBI7,friend,2018-08-01,False,True,none,29
BENE000496,ACC000195,Yatan Kalla,WGSG9578654362718,Punjab National Bank,UOJYGB0D,friend,2024-08-01,False,True,watchlist,36
BENE000497,ACC000195,Teerth Nazareth,RFVM8627036924926,HDFC Bank,SZZGGBJ0,friend,2021-12-10,False,False,none,39
BENE000498,ACC000196,Upadhriti Korpal,XEYP5998011100051,Yes Bank,KLGXGBJN,employer,2025-08-10,False,True,none,26
BENE000499,ACC000196,Dominic Patil,TKSO7524418222618,Punjab National Bank,TNFRGB94,friend,2025-11-08,False,True,none,3
BENE000500,ACC000197,Zaid Comar,VEOD0267672095799,IDFC First Bank,FOAPGBWV,self,2022-08-16,False,True,none,10
BENE000501,ACC000197,Kala Biswas,FETJ6213541597099,IndusInd Bank,NFLIGBM6,business_partner,2022-04-11,False,True,none,29
BENE000502,ACC000198,Zinal Bajwa,PKFB3447650471580,Punjab National Bank,ETAXGBBT,vendor,2025-09-29,False,False,none,11
BENE000503,ACC000199,Ryan Singhal,MMBW4655866525483,IndusInd Bank,PJICGB2F,family,2023-08-03,False,True,none,21
BENE000504,ACC000200,Yashodhara Comar,AZEZ1312512931100,Punjab National Bank,XZKTGBEJ,self,2021-08-18,True,False,none,9
BENE000505,ACC000200,Ganga Cherian,TDBW2312110633016,State Bank of India,KUQGGB4M,unknown/first-time,2021-01-29,False,True,none,38
BENE000506,ACC000200,Quincy Singh,JXVS0728012342893,HDFC Bank,WDWYGBEM,business_partner,2022-05-04,False,False,high_risk,13
BENE000507,ACC000200,Ekanta Kari,FMUS4968436453804,Axis Bank,JYFCGBDE,business_partner,2019-06-17,True,False,none,40
BENE000508,ACC000201,Hemangini Bhasin,TYNC7015959194575,State Bank of India,XZPLGB5T,self,2020-03-12,True,False,none,28
BENE000509,ACC000201,Dhriti Gupta,HSFB5677567772266,IDFC First Bank,AEZKGBYJ,family,2023-07-25,False,True,none,3
BENE000510,ACC000202,Jasmit Atwal,NZVF2923106724530,Yes Bank,PMFJGB9R,business_partner,2025-03-21,False,True,none,26
BENE000511,ACC000203,Ranveer Sur,TXPN6270511579423,IDFC First Bank,QPZGGB05,unknown/first-time,2025-01-27,False,False,none,36
BENE000512,ACC000203,Darika Dutt,KUJV9691928455259,HDFC Bank,PCAOGBX0,employer,2025-02-26,False,True,none,37
BENE000513,ACC000203,Shaurya Narain,WHKU7485953259399,State Bank of India,HHPSGB4B,friend,2025-05-28,False,True,none,29
BENE000514,ACC000203,Yasti Chandran,MYET5187794176342,Punjab National Bank,LYBPGBPO,business_partner,2025-05-28,True,True,none,26
BENE000515,ACC000204,Falak Parekh,TPRE4575983399140,HDFC Bank,XGQZGB6S,vendor,2025-12-02,False,True,none,40
BENE000516,ACC000204,Krisha Sampath,WAJI3240061572768,ICICI Bank,FTOYGBUG,self,2022-11-02,False,True,none,34
BENE000517,ACC000204,Tamanna Majumdar,GWTO4292501058752,Union Bank of India,KXMRGBB1,vendor,2022-10-29,True,True,none,12
BENE000518,ACC000205,Meghana Gokhale,KTYB4599080271122,Yes Bank,DQFWGBPF,self,2022-07-31,False,True,none,7
BENE000519,ACC000206,Ishanvi Nigam,CNKY1768086628137,Punjab National Bank,FDYIGBOP,vendor,2023-12-02,False,True,none,34
BENE000520,ACC000206,Arjun Ben,UWHP0033228556608,IDFC First Bank,YJPAGB09,business_partner,2023-04-14,False,True,watchlist,29
BENE000521,ACC000206,Banjeet Iyengar,SBGH9705195826328,Yes Bank,AUXTGBSR,family,2025-02-16,False,True,none,24
BENE000522,ACC000206,Yasti Rama,FGYT4535461470798,IndusInd Bank,YMGFGBHC,unknown/first-time,2022-11-02,False,True,high_risk,6
BENE000523,ACC000207,Hredhaan Jha,GYSX4394570394380,HDFC Bank,JAGFGBVN,employer,2023-11-11,False,True,none,39
BENE000524,ACC000208,Lipika Narang,OMTY2778943191009,Punjab National Bank,BAIAGBT2,employer,2022-08-27,False,True,none,26
BENE000525,ACC000209,Nathaniel Chatterjee,BLGU3651460401424,Punjab National Bank,OZGDGBB4,employer,2025-03-20,True,True,none,30
BENE000526,ACC000209,Akshay Chowdhury,CXHO9844097123166,Yes Bank,ABPNGB30,business_partner,2025-07-27,True,False,watchlist,25
BENE000527,ACC000210,Agastya Basu,VCYI4734043370096,Axis Bank,RWPZGBOD,employer,2024-03-18,False,True,watchlist,16
BENE000528,ACC000211,Januja Chakrabarti,TLOP8255882556296,Axis Bank,LOLYGBSJ,self,2024-09-30,False,True,none,9
BENE000529,ACC000211,Nikita Parsa,NCTI2557782058295,IDFC First Bank,RUXFGBIN,business_partner,2023-12-04,False,True,none,36
BENE000530,ACC000211,Finn Saini,DQRB8190482357155,Axis Bank,RMQVGBZO,employer,2024-07-20,False,True,none,25
BENE000531,ACC000212,Nikita Cherian,HUUO2308172143643,IndusInd Bank,RUDGGBBB,family,2025-09-15,False,False,high_risk,11
BENE000532,ACC000213,Chakrika Dara,GFYV1147165609456,IDFC First Bank,LGJNGB4C,family,2024-06-27,False,True,none,8
BENE000533,ACC000213,Azad Tata,KLAI7681699570607,ICICI Bank,YCPIGB8F,unknown/first-time,2025-09-04,False,False,none,40
BENE000534,ACC000213,Yatan Chandra,OMXK3970548739610,IDFC First Bank,VESVGBB6,family,2023-07-06,False,True,none,1
BENE000535,ACC000213,Ekapad Thakkar,FOIW9680491872742,HDFC Bank,BJTKGB1H,unknown/first-time,2025-10-25,False,True,none,34
BENE000536,ACC000214,Faraj Issac,PPHA6260423597371,IndusInd Bank,DFEEGBB2,self,2017-11-18,False,False,none,22
BENE000537,ACC000215,Jeevika Sani,AWQW5816704686111,Axis Bank,IVLPGBZ6,friend,2022-01-25,True,True,none,24
BENE000538,ACC000215,Laksh Dara,AFCS2378584712961,HDFC Bank,RBHGGBJT,friend,2021-02-14,False,True,none,40
BENE000539,ACC000216,Mahika Apte,LBQZ0184980425373,Punjab National Bank,GVPPGB4N,employer,2024-11-01,True,True,none,16
BENE000540,ACC000217,Orinder Rama,RUUR1228217819236,ICICI Bank,ULHIGB0D,vendor,2021-08-07,True,True,none,31
BENE000541,ACC000217,Brijesh Nagi,YMAG5679327986239,IndusInd Bank,QJPYGBE1,self,2023-09-24,True,True,none,26
BENE000542,ACC000218,Omisha Bhatti,RCWY2054647548954,Punjab National Bank,PQPMGB9I,business_partner,2022-11-02,False,True,none,11
BENE000543,ACC000218,Geetika Chand,WPKR8914444983553,Union Bank of India,SGLJGBMV,unknown/first-time,2021-09-25,False,True,high_risk,22
BENE000544,ACC000218,Arya Lalla,TNVV3924358853798,Union Bank of India,FDXXGBSP,employer,2021-07-05,False,True,none,16
BENE000545,ACC000218,Geetika Goswami,UZPL3674978524914,Axis Bank,DMRMGBAE,employer,2021-09-19,True,True,none,9
BENE000546,ACC000219,Aachal Talwar,ORSI8963406791766,ICICI Bank,KDEFGBHX,family,2020-08-02,False,True,none,5
BENE000547,ACC000219,Benjamin Boase,IDRR4216309001594,State Bank of India,JNHHGBOR,friend,2022-08-31,False,False,none,5
BENE000548,ACC000220,Warjas Doshi,ARSK3263890219947,IDFC First Bank,DDHNGBOP,unknown/first-time,2021-01-24,False,False,none,31
BENE000549,ACC000220,Noah Ghose,HIDA3469967331167,IDFC First Bank,OEXMGBYB,vendor,2019-05-06,False,True,none,17
BENE000550,ACC000220,Samesh Swamy,NZQK5078967935219,ICICI Bank,WVMFGBZN,employer,2021-05-12,False,True,none,31
